Age,Income,Dependents,Tenure,MonthlyCharges,TotalCharges,AutoPay,MonthlyUsageHours,LoginFrequency,FeatureUsageScore,CustomerSupportCalls,ServiceComplaints,AppRating,DiscountReceived,LastInteractionDays,ContractRenewalReminder,UpgradeAttempts,AverageMonthlySpend,UsagePerDay,SupportCallRate,ComplaintRate,EngagementScore,ContractType_Monthly,ContractType_Two-year,ContractType_Yearly,SubscriptionPlan_Basic,SubscriptionPlan_Premium,SubscriptionPlan_Standard,PaymentMethod_Bank Transfer,PaymentMethod_Credit Card,PaymentMethod_PayPal,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender_Female,Gender_Male
43,39472,1,31,38.15,1169.86,0,16.4,6,63.1,2,1,3.3,0,5,0,0,37.73741935483871,0.5466666666666666,0.06451612903225806,0.03225806451612903,36.940000000000005,True,False,False,True,False,False,True,False,False,False,False,True,True,False
39,49507,0,2,30.71,106.45,1,17.4,14,89.4,2,0,1.6,0,51,1,1,53.225,0.58,1.0,0.0,44.760000000000005,False,False,True,True,False,False,False,True,False,False,True,False,False,True
57,73258,0,36,34.88,1190.48,0,26.0,14,70.9,3,0,4.4,1,5,0,0,33.06888888888889,0.8666666666666667,0.08333333333333333,0.0,45.760000000000005,False,False,True,True,False,False,False,False,True,False,True,False,True,False
37,53677,1,19,27.74,520.51,1,0.0,14,51.1,3,0,4.7,0,19,1,0,27.395263157894735,0.0,0.15789473684210525,0.0,38.74,True,False,False,True,False,False,False,False,True,False,True,False,True,False
26,56513,2,16,66.67,998.34,0,27.6,14,39.2,1,0,3.2,0,10,0,1,62.39625,0.92,0.0625,0.0,29.480000000000004,True,False,False,False,False,True,False,False,True,False,False,True,False,True
38,70030,3,37,26.57,949.65,1,33.4,11,83.5,1,0,3.1,0,43,1,2,25.666216216216217,1.1133333333333333,0.02702702702702703,0.0,45.99999999999999,True,False,False,True,False,False,False,True,False,True,False,False,True,False
33,61921,1,42,111.12,4635.36,1,24.9,23,55.6,2,0,3.6,0,34,1,0,110.36571428571428,0.83,0.047619047619047616,0.0,39.94,False,True,False,False,True,False,True,False,False,False,False,True,False,True
44,22412,2,4,27.38,110.5,1,41.8,16,41.3,2,0,2.4,0,37,1,1,27.625,1.3933333333333333,0.5,0.0,28.52,True,False,False,True,False,False,True,False,False,False,True,False,False,True
57,54269,0,12,29.24,392.7,1,36.1,22,70.6,0,0,4.5,0,21,1,1,32.725,1.2033333333333334,0.0,0.0,48.339999999999996,True,False,False,True,False,False,True,False,False,False,False,True,False,True
27,35858,4,1,36.12,16.5,0,33.7,16,29.4,1,1,3.8,1,29,0,2,16.5,1.1233333333333335,1.0,1.0,27.96,False,False,True,True,False,False,False,False,True,False,True,False,False,True
32,51956,0,21,25.62,587.85,1,8.0,10,47.9,4,1,3.3,1,10,1,1,27.992857142857144,0.26666666666666666,0.19047619047619047,0.047619047619047616,32.06,False,True,False,True,False,False,False,True,False,False,True,False,False,True
33,30565,1,29,29.83,876.42,1,34.9,14,54.9,1,0,2.2,0,8,0,1,30.221379310344826,1.1633333333333333,0.034482758620689655,0.0,32.76,False,False,True,True,False,False,True,False,False,False,True,False,False,True
39,79321,2,4,58.78,245.94,0,33.3,14,79.9,0,0,4.3,1,13,0,0,61.485,1.1099999999999999,0.0,0.0,49.06,True,False,False,False,False,True,True,False,False,False,True,False,True,False
52,69459,2,27,60.24,1588.43,1,38.1,18,57.3,3,1,2.1,0,19,1,0,58.830740740740744,1.27,0.1111111111111111,0.037037037037037035,34.62,False,False,True,False,False,True,False,False,True,False,False,True,True,False
42,77895,1,1,58.48,78.15,0,25.2,16,58.6,2,1,3.7,0,4,0,0,78.15,0.84,2.0,1.0,39.34,False,False,True,False,False,True,True,False,False,False,True,False,True,False
40,64871,1,18,60.86,1100.52,0,30.1,20,51.3,1,0,5.0,1,3,0,2,61.14,1.0033333333333334,0.05555555555555555,0.0,41.519999999999996,True,False,False,False,False,True,False,True,False,False,False,True,True,False
29,19394,3,7,63.56,424.75,1,45.6,24,35.2,2,0,5.0,0,62,0,1,60.67857142857143,1.52,0.2857142857142857,0.0,36.28,False,True,False,False,False,True,False,True,False,False,True,False,False,True
31,75211,2,1,31.2,49.22,0,40.8,19,59.5,0,2,4.7,0,1,0,1,49.22,1.3599999999999999,0.0,2.0,43.6,False,False,True,True,False,False,False,False,True,False,True,False,False,True
50,58947,3,24,52.06,1252.65,0,30.3,11,70.5,2,2,3.6,0,29,0,2,52.19375,1.01,0.08333333333333333,0.08333333333333333,42.300000000000004,True,False,False,False,False,True,True,False,False,False,True,False,True,False
24,37689,2,2,32.12,21.94,0,20.6,11,67.7,1,0,4.2,1,23,1,0,10.97,0.6866666666666668,0.5,0.0,42.980000000000004,True,False,False,True,False,False,True,False,False,False,True,False,True,False
39,38697,0,14,34.39,464.15,1,38.2,9,20.4,0,1,4.6,0,4,0,0,33.153571428571425,1.2733333333333334,0.0,0.07142857142857142,24.659999999999997,True,False,False,True,False,False,True,False,False,True,False,False,True,False
26,66133,0,10,38.82,409.17,1,33.6,18,49.0,4,0,3.2,1,11,1,1,40.917,1.12,0.4,0.0,34.6,False,True,False,True,False,False,True,False,False,False,False,True,True,False
72,50983,0,19,61.54,1050.87,1,23.5,25,41.1,2,1,3.8,0,12,1,2,55.308947368421045,0.7833333333333333,0.10526315789473684,0.05263157894736842,35.34,True,False,False,False,False,True,True,False,False,True,False,False,False,True
24,99080,4,5,57.65,291.37,1,61.2,9,20.9,3,0,4.4,0,5,0,1,58.274,2.04,0.6,0.0,24.259999999999998,False,True,False,False,False,True,False,True,False,False,True,False,True,False
43,86965,1,7,22.71,145.2,1,71.5,17,44.9,1,1,1.4,0,20,1,0,20.74285714285714,2.3833333333333333,0.14285714285714285,0.14285714285714285,27.26,True,False,False,True,False,False,False,True,False,False,True,False,False,True
30,41126,2,12,33.24,418.69,0,55.0,16,55.3,1,0,2.1,1,14,1,3,34.89083333333333,1.8333333333333333,0.08333333333333333,0.0,33.22,False,True,False,True,False,False,False,True,False,False,True,False,True,False
37,40338,3,6,53.72,226.26,0,18.9,20,68.9,1,0,4.8,1,3,0,0,37.71,0.63,0.16666666666666666,0.0,47.96,False,False,True,False,False,True,True,False,False,False,True,False,True,False
55,32182,0,23,53.71,1232.26,1,54.1,18,75.1,4,1,4.5,0,9,0,1,53.576521739130435,1.8033333333333335,0.17391304347826086,0.043478260869565216,48.94,True,False,False,False,False,True,False,True,False,False,True,False,False,True
30,38438,0,72,63.13,4602.79,0,48.7,15,75.6,2,0,2.8,0,5,1,0,63.927638888888886,1.6233333333333335,0.027777777777777776,0.0,43.13999999999999,True,False,False,False,False,True,False,True,False,False,True,False,False,True
30,53802,0,28,55.32,1537.76,0,46.9,12,4.4,1,1,2.8,0,23,0,0,54.92,1.5633333333333332,0.03571428571428571,0.03571428571428571,13.76,False,False,True,False,False,True,False,True,False,False,True,False,True,False
41,36774,2,44,29.88,1380.97,1,28.7,12,86.7,0,0,2.2,0,5,1,0,31.38568181818182,0.9566666666666667,0.0,0.0,44.88,False,True,False,True,False,False,True,False,False,False,True,False,False,True
60,61892,1,1,27.57,0.0,0,22.7,16,54.2,1,1,3.5,0,16,1,1,0.0,0.7566666666666666,1.0,1.0,36.980000000000004,False,False,True,True,False,False,False,True,False,False,True,False,True,False
43,92214,1,6,28.03,243.18,0,82.1,14,15.7,2,0,4.3,0,19,1,2,40.53,2.7366666666666664,0.3333333333333333,0.0,23.380000000000003,False,False,True,True,False,False,False,True,False,False,False,True,True,False
33,57734,3,3,98.89,368.69,0,49.4,24,50.2,1,0,4.9,0,9,0,0,122.89666666666666,1.6466666666666667,0.3333333333333333,0.0,41.980000000000004,True,False,False,False,True,False,False,True,False,False,True,False,False,True
56,34876,0,45,99.73,4541.6,0,48.9,16,82.7,2,0,3.1,1,26,1,1,100.92444444444445,1.63,0.044444444444444446,0.0,47.18,False,True,False,False,True,False,True,False,False,False,False,True,False,True
32,77615,1,25,54.18,1320.28,1,49.6,10,51.5,1,1,3.1,1,21,0,0,52.8112,1.6533333333333333,0.04,0.04,32.9,True,False,False,False,False,True,False,True,False,True,False,False,False,True
55,59437,1,59,27.23,1581.91,0,69.0,15,30.3,2,0,1.8,0,6,1,0,26.812033898305085,2.3,0.03389830508474576,0.0,22.02,False,True,False,True,False,False,True,False,False,False,False,True,False,True
44,57471,0,11,97.66,1085.12,1,13.8,20,46.8,0,0,3.6,1,16,1,0,98.64727272727272,0.46,0.0,0.0,35.519999999999996,False,True,False,False,True,False,True,False,False,False,True,False,False,True
20,82930,2,28,94.83,2661.01,0,53.0,18,65.5,2,0,3.5,1,24,1,2,95.03607142857143,1.7666666666666666,0.07142857142857142,0.0,42.1,False,False,True,False,True,False,False,True,False,False,False,True,False,True
39,53497,2,29,63.44,1876.09,1,29.3,17,58.9,2,0,4.0,0,80,0,1,64.69275862068966,0.9766666666666667,0.06896551724137931,0.0,40.660000000000004,False,True,False,False,False,True,False,True,False,True,False,False,True,False
59,37603,1,17,52.21,841.85,1,50.3,13,52.5,2,0,2.6,0,20,1,1,49.52058823529412,1.6766666666666665,0.11764705882352941,0.0,32.699999999999996,False,False,True,False,False,True,True,False,False,False,True,False,True,False
18,101658,0,10,22.49,198.3,0,42.8,15,66.4,0,0,4.2,1,1,1,0,19.830000000000002,1.4266666666666665,0.0,0.0,43.660000000000004,True,False,False,True,False,False,True,False,False,False,False,True,True,False
23,47108,3,36,101.34,3706.2,0,40.3,14,67.0,2,2,3.6,0,69,0,2,102.94999999999999,1.3433333333333333,0.05555555555555555,0.05555555555555555,41.8,True,False,False,False,True,False,False,True,False,True,False,False,True,False
29,61614,1,28,95.92,2614.19,1,60.0,16,22.3,0,1,3.7,1,56,1,0,93.36392857142857,2.0,0.0,0.03571428571428571,24.82,True,False,False,False,True,False,True,False,False,False,False,True,False,True
57,59405,0,14,100.05,1331.07,0,0.0,15,46.8,3,0,3.1,0,66,1,2,95.07642857142856,0.0,0.21428571428571427,0.0,32.519999999999996,True,False,False,False,True,False,False,False,True,False,True,False,False,True
53,94341,0,15,65.02,932.91,0,47.0,10,44.5,2,1,4.5,0,29,1,2,62.193999999999996,1.5666666666666667,0.13333333333333333,0.06666666666666667,34.3,False,False,True,False,False,True,False,True,False,False,False,True,False,True
69,35116,1,14,27.34,441.86,1,3.3,12,53.8,2,0,2.9,1,1,1,2,31.56142857142857,0.11,0.14285714285714285,0.0,33.81999999999999,True,False,False,True,False,False,False,False,True,True,False,False,False,True
53,52000,2,72,102.2,7373.66,0,58.1,13,69.0,1,1,3.0,1,15,1,1,102.41194444444444,1.9366666666666668,0.013888888888888888,0.013888888888888888,40.5,True,False,False,False,True,False,True,False,False,False,True,False,False,True
35,53251,1,28,32.62,937.59,1,74.2,13,63.1,2,0,4.7,0,41,0,0,33.48535714285715,2.4733333333333336,0.07142857142857142,0.0,43.24,True,False,False,True,False,False,False,False,True,False,True,False,True,False
36,63916,1,40,32.07,1243.87,1,57.4,12,31.4,1,0,3.9,1,2,0,3,31.096749999999997,1.9133333333333333,0.025,0.0,27.86,False,False,True,True,False,False,False,False,True,False,False,True,False,True
49,102364,0,14,58.24,857.53,1,32.7,8,57.0,2,1,3.2,1,12,1,1,61.25214285714286,1.09,0.14285714285714285,0.07142857142857142,34.8,False,True,False,False,False,True,True,False,False,False,False,True,False,True
22,62800,0,2,24.64,78.06,1,28.1,17,28.7,2,0,4.7,0,82,0,1,39.03,0.9366666666666668,1.0,0.0,30.68,True,False,False,True,False,False,False,True,False,False,False,True,True,False
60,56843,2,32,31.76,996.67,1,65.9,19,38.8,2,0,4.6,1,53,0,0,31.1459375,2.1966666666666668,0.0625,0.0,35.019999999999996,False,True,False,True,False,False,False,True,False,False,False,True,True,False
60,53036,1,49,30.48,1594.16,0,4.9,18,33.4,0,0,4.0,0,59,0,0,32.53387755102041,0.16333333333333336,0.0,0.0,30.759999999999998,False,True,False,True,False,False,True,False,False,False,False,True,True,False
51,51063,1,65,96.75,6291.92,0,13.2,10,59.5,3,1,3.6,0,6,1,1,96.79876923076924,0.44,0.046153846153846156,0.015384615384615385,37.6,False,True,False,False,True,False,False,True,False,False,True,False,False,True
33,50210,0,15,27.61,307.06,1,14.2,15,76.8,2,1,3.2,0,29,0,0,20.470666666666666,0.47333333333333333,0.13333333333333333,0.06666666666666667,44.82,False,False,True,True,False,False,False,False,True,False,True,False,True,False
43,51988,1,4,58.99,240.66,1,72.2,17,65.6,1,0,4.7,0,11,0,0,60.165,2.4066666666666667,0.25,0.0,45.44,True,False,False,False,False,True,False,True,False,False,False,True,False,True
50,52362,2,32,34.87,1057.05,0,4.9,20,42.2,1,0,3.0,0,2,0,1,33.0328125,0.16333333333333336,0.03125,0.0,31.880000000000003,False,True,False,True,False,False,True,False,False,False,True,False,True,False
75,70943,0,20,39.83,761.97,1,25.4,20,57.8,1,1,4.2,1,33,0,2,38.0985,0.8466666666666666,0.05,0.05,41.72,False,False,True,True,False,False,True,False,False,False,False,True,False,True
26,39963,1,1,28.18,0.0,1,61.1,17,48.6,3,0,4.7,0,24,1,0,0.0,2.0366666666666666,3.0,0.0,38.64,True,False,False,True,False,False,False,False,True,True,False,False,False,True
36,61914,1,15,96.66,1451.11,1,21.2,17,29.0,0,0,3.4,0,7,0,1,96.74066666666666,0.7066666666666667,0.0,0.0,26.900000000000002,False,False,True,False,True,False,False,True,False,False,True,False,True,False
39,65115,2,7,94.18,593.41,1,64.2,12,60.6,6,1,3.9,1,10,1,0,84.77285714285713,2.14,0.8571428571428571,0.14285714285714285,39.540000000000006,False,True,False,False,True,False,False,True,False,False,False,True,False,True
18,18154,4,12,38.43,462.89,0,42.0,26,71.5,4,1,4.5,1,57,0,0,38.57416666666666,1.4,0.3333333333333333,0.08333333333333333,49.9,True,False,False,True,False,False,False,True,False,False,True,False,False,True
31,52642,1,37,20.0,749.21,0,19.4,24,57.4,1,0,3.6,0,20,1,1,20.24891891891892,0.6466666666666666,0.02702702702702703,0.0,40.96,False,False,True,True,False,False,False,True,False,False,True,False,True,False
40,73938,0,38,31.17,1140.42,1,21.2,7,67.2,2,0,2.3,0,1,0,1,30.01105263157895,0.7066666666666667,0.05263157894736842,0.0,35.88,True,False,False,True,False,False,False,True,False,True,False,False,True,False
43,65208,1,1,24.24,16.87,0,76.2,16,31.6,0,0,2.8,1,7,0,2,16.87,2.54,0.0,0.0,25.840000000000003,False,True,False,True,False,False,True,False,False,False,True,False,False,True
33,65778,0,7,25.05,211.82,0,10.4,14,59.4,1,0,2.4,0,7,0,3,30.259999999999998,0.3466666666666667,0.14285714285714285,0.0,35.16,True,False,False,True,False,False,True,False,False,False,True,False,True,False
30,45301,0,4,106.48,420.72,1,43.1,10,73.2,3,0,4.5,0,27,1,0,105.18,1.4366666666666668,0.75,0.0,45.78,False,True,False,False,True,False,False,True,False,False,False,True,False,True
36,66998,2,4,29.02,54.09,0,19.4,14,70.8,2,0,2.5,0,4,1,0,13.5225,0.6466666666666666,0.5,0.0,40.02,True,False,False,True,False,False,True,False,False,True,False,False,False,True
44,77717,0,1,60.99,51.27,0,36.2,19,63.7,1,0,3.2,1,4,0,0,51.27,1.2066666666666668,1.0,0.0,40.78,False,False,True,False,False,True,True,False,False,False,False,True,False,True
18,61229,1,20,29.02,610.02,0,44.2,13,40.5,1,0,2.9,0,43,0,0,30.500999999999998,1.4733333333333334,0.05,0.0,28.799999999999997,True,False,False,True,False,False,False,False,True,False,False,True,False,True
50,75015,0,72,92.96,6637.06,0,61.6,15,59.0,1,2,4.7,1,130,0,1,92.18138888888889,2.0533333333333332,0.013888888888888888,0.027777777777777776,42.2,True,False,False,False,True,False,False,True,False,False,False,True,True,False
25,91347,1,7,23.38,244.03,1,53.1,14,76.4,3,0,2.8,0,31,0,0,34.86142857142857,1.77,0.42857142857142855,0.0,43.160000000000004,True,False,False,True,False,False,True,False,False,False,False,True,False,True
35,62240,3,22,35.95,766.53,0,37.4,21,100.0,0,1,3.0,0,96,0,1,34.84227272727273,1.2466666666666666,0.0,0.045454545454545456,55.3,True,False,False,True,False,False,False,True,False,False,True,False,False,True
45,62818,1,6,26.81,62.02,1,30.2,19,70.4,3,2,3.3,0,13,1,3,10.336666666666668,1.0066666666666666,0.5,0.3333333333333333,43.760000000000005,False,False,True,True,False,False,False,True,False,False,False,True,False,True
42,77706,2,4,105.51,397.07,1,55.5,12,35.6,0,0,4.4,0,15,0,0,99.2675,1.85,0.0,0.0,31.040000000000003,False,False,True,False,True,False,False,True,False,False,True,False,False,True
31,20642,2,4,56.71,176.92,1,96.9,20,40.7,0,0,2.1,0,14,1,3,44.23,3.23,0.0,0.0,28.580000000000002,True,False,False,False,False,True,False,True,False,False,False,True,False,True
19,53148,1,40,34.82,1410.47,0,44.9,12,23.7,0,0,3.6,0,107,1,0,35.26175,1.4966666666666666,0.0,0.0,23.88,False,True,False,True,False,False,False,True,False,False,True,False,False,True
59,18456,1,17,97.73,1600.73,0,54.2,15,62.7,2,0,4.1,0,18,1,2,94.16058823529411,1.8066666666666669,0.11764705882352941,0.0,41.88,True,False,False,False,True,False,True,False,False,False,False,True,True,False
56,78651,2,4,28.46,163.81,1,78.1,6,70.1,2,0,3.5,0,33,0,0,40.9525,2.603333333333333,0.5,0.0,40.34,False,True,False,True,False,False,False,False,True,False,True,False,True,False
31,33368,2,20,32.97,597.12,1,38.2,15,49.5,0,1,4.0,0,37,1,1,29.856,1.2733333333333334,0.0,0.05,36.3,True,False,False,True,False,False,True,False,False,False,False,True,False,True
36,60984,2,23,33.11,779.29,0,67.4,17,26.1,3,0,5.0,0,11,0,1,33.882173913043474,2.246666666666667,0.13043478260869565,0.0,30.54,True,False,False,True,False,False,True,False,False,False,True,False,True,False
37,54261,3,7,96.5,688.53,0,42.2,15,43.7,2,1,3.2,0,14,0,0,98.36142857142856,1.4066666666666667,0.2857142857142857,0.14285714285714285,31.58,False,False,True,False,True,False,False,False,True,True,False,False,True,False
30,79975,0,17,20.0,401.12,0,45.9,17,46.0,1,1,3.3,0,70,1,1,23.595294117647057,1.53,0.058823529411764705,0.058823529411764705,33.4,True,False,False,True,False,False,False,True,False,False,True,False,True,False
29,73303,2,2,99.38,213.97,0,43.9,15,95.1,1,1,3.2,0,17,1,0,106.985,1.4633333333333334,0.5,0.5,52.14,False,True,False,False,True,False,False,False,True,False,False,True,True,False
18,39998,4,57,94.53,5286.37,0,41.7,23,49.7,0,0,4.4,0,55,0,1,92.74333333333333,1.3900000000000001,0.0,0.0,39.980000000000004,False,False,True,False,True,False,True,False,False,False,False,True,False,True
38,39257,1,21,58.7,1173.01,1,27.8,16,50.9,0,0,2.2,1,8,0,0,55.857619047619046,0.9266666666666666,0.0,0.0,31.759999999999998,False,True,False,False,False,True,False,True,False,True,False,False,True,False
57,61671,1,6,20.0,51.02,0,16.2,16,37.5,3,1,4.5,0,39,0,1,8.503333333333334,0.5399999999999999,0.5,0.16666666666666666,33.3,True,False,False,True,False,False,False,False,True,False,True,False,True,False
52,45234,1,10,34.92,467.14,0,49.1,14,71.7,0,0,4.0,1,11,0,1,46.714,1.6366666666666667,0.0,0.0,44.88,True,False,False,True,False,False,False,True,False,False,True,False,True,False
41,41463,0,40,23.4,871.36,1,32.1,15,60.2,0,0,4.7,1,4,1,1,21.784,1.07,0.0,0.0,42.68,False,False,True,True,False,False,False,False,True,False,True,False,False,True
30,74790,2,1,60.37,5.65,0,35.4,17,72.4,1,2,3.8,0,2,1,1,5.65,1.18,1.0,2.0,45.46,False,True,False,False,False,True,False,True,False,False,True,False,False,True
23,94416,1,30,103.12,3107.97,1,16.6,12,61.9,2,0,4.6,0,6,0,0,103.59899999999999,0.5533333333333333,0.06666666666666667,0.0,42.16,True,False,False,False,True,False,False,False,True,False,True,False,True,False
23,57902,2,8,64.32,537.15,0,13.0,11,60.1,0,1,2.0,0,12,0,0,67.14375,0.43333333333333335,0.0,0.125,33.34,False,True,False,False,False,True,False,True,False,True,False,False,False,True
41,74686,1,42,28.67,1149.56,0,56.3,11,39.4,0,1,3.2,1,178,1,0,27.37047619047619,1.8766666666666665,0.0,0.023809523809523808,28.659999999999997,False,False,True,True,False,False,False,False,True,False,False,True,True,False
24,41271,1,59,32.03,1805.67,1,38.3,8,13.9,2,0,2.7,1,32,0,1,30.604576271186442,1.2766666666666666,0.03389830508474576,0.0,16.060000000000002,True,False,False,True,False,False,False,False,True,False,True,False,False,True
30,76639,1,72,101.8,7338.98,0,60.1,18,41.0,2,1,2.4,0,21,1,0,101.93027777777777,2.0033333333333334,0.027777777777777776,0.013888888888888888,29.0,False,False,True,False,True,False,False,True,False,False,True,False,True,False
32,15000,2,2,34.6,122.44,0,83.2,21,63.6,1,1,2.6,0,1,1,3,61.22,2.7733333333333334,0.5,0.5,39.54,False,False,True,True,False,False,False,False,True,False,True,False,False,True
41,57322,1,14,56.67,763.95,0,32.3,15,45.9,0,0,2.9,0,35,0,1,54.56785714285714,1.0766666666666667,0.0,0.0,31.56,True,False,False,False,False,True,True,False,False,True,False,False,False,True
46,83173,1,11,31.03,318.62,0,70.3,13,36.3,0,1,4.5,1,22,0,1,28.965454545454545,2.3433333333333333,0.0,0.09090909090909091,31.919999999999998,True,False,False,True,False,False,False,False,True,False,False,True,False,True
